block size,global sparsity,eval_accuracy
1.0,0.9987244897959183,0.8604999780654907
2.0,0.9974489795918368,0.9089999794960022
4.0,0.9948979591836735,0.9372999668121338
9.0,0.9885204081632653,0.9614999890327454
19.0,0.9757653061224489,0.9718999862670898
41.0,0.9477040816326531,0.9704999923706055
88.0,0.8877551020408163,0.9643999934196472
185.0,0.764030612244898,0.960099995136261
392.0,0.5,0.9757999777793884
