block size,global sparsity,eval_accuracy
1.0,0.9987244897959183,0.8018999695777893
2.0,0.9974489795918368,0.8676999807357788
4.0,0.9948979591836735,0.901699960231781
9.0,0.988533423573511,0.91839998960495
19.0,0.9758791909620991,0.9370999932289124
41.0,0.9479969283631821,0.9460999965667725
88.0,0.8887963348604748,0.964199960231781
185.0,0.7741240628904623,0.9629999995231628
392.0,0.5,0.9738999605178833
